,Table_Name,Column_Name,Tag
686,loyalty_program,solde_points,Confidentiel
687,transfert_international_etudiant,id,Restreint
688,transfert_international_etudiant,nom_etudiant,Secret
689,transfert_international_etudiant,pays_origine,Confidentiel
690,transfert_international_etudiant,ville_origine,Restreint
691,transfert_international_etudiant,montant,Secret
692,transfert_international_etudiant,motif_transfert,Confidentiel
693,prets_professionnels,client,Secret
694,prets_professionnels,montant,Secret
695,prets_professionnels,taux_interet,Restreint
696,prets_professionnels,duree_mois,Confidentiel
697,prets_professionnels,garantie,Confidentiel
698,prets_professionnels,date_accord,Confidentiel
699,gestion_commissions_vente,id,Restreint
700,gestion_commissions_vente,date_transaction,Confidentiel
701,gestion_commissions_vente,montant_vente,Confidentiel
702,gestion_commissions_vente,commission_applicable,Confidentiel
703,gestion_commissions_vente,commission_a_payer,Confidentiel
704,gestion_carte_bancaire_pro,nom_client,Secret
705,gestion_carte_bancaire_pro,num_carte,Secret
706,gestion_carte_bancaire_pro,type_carte,Confidentiel
707,gestion_carte_bancaire_pro,date_exp,Secret
708,gestion_carte_bancaire_pro,plafond_mensuel,Confidentiel
709,gestion_locataires,nom,Secret
710,gestion_locataires,prenom,Secret
711,gestion_locataires,profession,Confidentiel
712,gestion_locataires,adresse,Confidentiel
713,gestion_locataires,ville,Confidentiel
714,gestion_locataires,tel,Confidentiel
715,gestion_locataires,email,Confidentiel
716,rapports_audit,date,Confidentiel
717,rapports_audit,nom_agence,Restreint
718,rapports_audit,analyse,Secret
719,rapports_audit,conclusion,Secret
720,plafonds_retrait,type_carte,Public
721,plafonds_retrait,plafond_journalier,Public
722,plafonds_retrait,plafond_hebdomadaire,Public
723,programmes_fidelite,client_id,Confidentiel
724,programmes_fidelite,nom,Secret
725,programmes_fidelite,points,Confidentiel
726,programmes_fidelite,niveau,Confidentiel
727,rapports_trimestriels,date,Restreint
728,rapports_trimestriels,total_actifs,Secret
729,rapports_trimestriels,total_passifs,Secret
730,rapports_trimestriels,resultat_net,Secret
731,cartes_voyage,numero_carte,Secret
732,cartes_voyage,type_carte,Confidentiel
733,cartes_voyage,date_expiration,Secret
734,cartes_voyage,plafond_depense,Confidentiel
735,cartes_voyage,pays_utilisation,Confidentiel
736,comptes_conjoints,num_compte,Secret
737,comptes_conjoints,titulaire1,Secret
738,comptes_conjoints,titulaire2,Secret
739,comptes_conjoints,solde,Secret
740,comptes_conjoints,date_ouverture,Confidentiel
741,comptes_conjoints,agence,Restreint
742,gestion_loyer,id,Restreint
743,gestion_loyer,client_nom,Secret
744,gestion_loyer,client_cin,Secret
745,gestion_loyer,montant_loyer,Secret
746,gestion_loyer,date_paiement,Confidentiel
747,gestion_loyer,type_paiement,Restreint
748,gestion_mandats,num_mandat,Restreint
749,gestion_mandats,client,Secret
750,gestion_mandats,montant,Secret
751,gestion_mandats,date_creation,Restreint
752,gestion_mandats,statut,Confidentiel
753,livrets_epargne,numero_compte,Secret
754,livrets_epargne,titulaire,Secret
755,livrets_epargne,solde,Secret
756,livrets_epargne,taux_interet,Confidentiel
757,paiements_factures,id,Restreint
758,paiements_factures,facture_numero,Restreint
759,paiements_factures,client_nom,Secret
760,paiements_factures,montant,Secret
761,paiements_factures,date_paiement,Restreint
762,paiements_factures,mode_paiement,Restreint
763,paiements_factures,statut,Confidentiel
764,audits_automatises,date_audit,Confidentiel
765,audits_automatises,type_audit,Confidentiel
766,audits_automatises,responsable_audit,Secret
767,audits_automatises,departement_concerne,Confidentiel
768,audits_automatises,resultat_audit,Confidentiel
769,gestion_change,devise,Confidentiel
770,gestion_change,montant_dh,Secret
771,gestion_change,date_operation,Public
772,gestion_change,type_operation,Restreint
773,transactions_imposables,date_transaction,Confidentiel
774,transactions_imposables,heure_transaction,Restreint
775,transactions_imposables,beneficiaire,Secret
776,transactions_imposables,montant,Secret
777,transactions_imposables,type_transaction,Confidentiel
778,transactions_imposables,categorie,Confidentiel
779,certificats_bancaires,num_certificat,Confidentiel
780,certificats_bancaires,titulaire,Secret
781,certificats_bancaires,solde,Secret
782,certificats_bancaires,date_creation,Confidentiel
783,certificats_bancaires,date_expiration,Confidentiel
784,certificats_bancaires,type,Restreint
785,gestion_claim,num_claim,Restreint
786,gestion_claim,nom_client,Secret
787,gestion_claim,nom_agence,Restreint
788,gestion_claim,date_ouverture,Restreint
789,gestion_claim,statut,Restreint
